ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (oz),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: slide_template,Meta: product_image_on_hover,Meta: custom_tab_priority1,Meta: custom_tab_priority2,Meta: header_view,Meta: layout,Meta: product_layout,,
3495,simple,177D5-005M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (5 Meter),1,0,visible,SM Jumper LC-LC DX 5 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (5 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,7,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-7.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),5,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3496,simple,177D5-007M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (7 Meter),1,0,visible,SM Jumper LC-LC DX 7 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (7 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,7.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-8.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),7,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3497,simple,177D5-010M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (10 Meter),1,0,visible,SM Jumper LC-LC DX 10 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (10 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,9,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-9.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),10,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3498,simple,177D5-013M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (13 Meter),1,0,visible,SM Jumper LC-LC DX 13 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (13 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,10.2,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-10.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),13,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3499,simple,177D5-015M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (15 Meter),1,0,visible,SM Jumper LC-LC DX 15Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (15Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-11.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),15,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3500,simple,177D5-017M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (17 Meter),1,0,visible,SM Jumper LC-LC DX 17 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (17 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-12.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),17,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3501,simple,177D5-020M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (20 Meter),1,0,visible,SM Jumper LC-LC DX 20 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (20 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,13,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-13.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),20,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3502,simple,177D5-025M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (25 Meter),1,0,visible,SM Jumper LC-LC DX 25 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (25 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,15,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-14.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),25,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3503,simple,177D5-035M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (35 Meter),1,0,visible,SM Jumper LC-LC DX 35 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (35 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,19,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-15.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),35,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3504,simple,177D5-040M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (40 Meter),1,0,visible,SM Jumper LC-LC DX 40 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (40 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,20,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-16.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),40,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3505,simple,677D5-001M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (1 Meter),1,0,visible,MM Jumper LC-LC DX 1 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (1 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,4.9,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-3.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),1,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3506,simple,677D5-002M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (2 Meter),1,0,visible,MM Jumper LC-LC DX 2 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (2 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-4.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),2,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3507,simple,677D5-003M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (3 Meter),1,0,visible,MM Jumper LC-LC DX 3 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (3 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.7,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-5.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),3,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3508,simple,677D5-007M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (7 Meter),1,0,visible,MM Jumper LC-LC DX 7 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (7 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,10.3,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-6.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),7,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3509,simple,677D5-010M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (10 Meter),1,0,visible,MM Jumper LC-LC DX 10 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (10 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,13,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-7.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),10,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3510,simple,677D5-013M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (13 Meter),1,0,visible,MM Jumper LC-LC DX 13 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (13 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,15.7,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-8.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),13,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3511,simple,677D5-015M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (15 Meter),1,0,visible,MM Jumper LC-LC DX 15 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (15 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,17.5,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-9.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),15,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3512,simple,677D5-020M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (20 Meter),1,0,visible,MM Jumper LC-LC DX 20 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (20 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,22,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-10.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),20,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3513,simple,677D5-025M-CC,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (25 Meter),1,0,visible,MM Jumper LC-LC DX 25 Meter,Multimode LC/LC 2.0mm Fiber Optic Jumper Cable (25 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,26.5,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-mm-550-1-11.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,LC-LC,1,1,Length (Meters),25,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3514,simple,178D5-001M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (1 Meter),1,0,visible,SM Jumper SC-LC DX 1 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (1 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.4,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-3.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),1,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3515,simple,178D5-002M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (2 Meter),1,0,visible,SM Jumper SC-LC DX 2 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (2 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-4.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),2,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3516,simple,178D5-003M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (3 Meter),1,0,visible,SM Jumper SC-LC DX 3 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (3 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.2,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-5.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),3,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3517,simple,137D5-002M-CC,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (2 Meter),1,0,visible,SM Jumper LC-SCAPC DX 2 Meter,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (2 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.4,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-lc-sm-550-1-3.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),2,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3518,simple,178D5-004M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (4 Meter),1,0,visible,SM Jumper SC-LC DX 4 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (4 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-6.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),4,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3519,simple,178D5-005M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (5 Meter),1,0,visible,SM Jumper SC-LC DX 5 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (5 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,7,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-7.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),5,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3520,simple,137D5-005M-CC,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (5 Meter),1,0,visible,SM Jumper LC-SCAPC DX 5 Meter,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (5 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,7.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-lc-sm-550-1-4.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),5,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3521,simple,178D5-007M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (7 Meter),1,0,visible,SM Jumper SC-LC DX 7 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (7 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,7.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-8.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),7,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3522,simple,137D5-007M-CC,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (7 Meter),1,0,visible,SM Jumper LC-SCAPC DX 7 Meter,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (7 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,8.4,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-lc-sm-550-1-5.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),7,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3523,simple,178D5-010M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (10 Meter),1,0,visible,SM Jumper SC-LC DX 10 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (10 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,9,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-9.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),10,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3524,simple,137D5-010M-CC,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (10 Meter),1,0,visible,SM Jumper LC-SCAPC DX 10 Meter,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (10 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,9.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-lc-sm-550-1-6.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),10,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3525,simple,178D5-013M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (13 Meter),1,0,visible,SM Jumper SC-LC DX 13 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (13 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,10.2,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-10.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),13,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3526,simple,178D5-015M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (15 Meter),1,0,visible,SM Jumper SC-LC DX 15 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (15 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-11.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),15,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3527,simple,137D5-015M-CC,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (15 Meter),1,0,visible,SM Jumper LC-SCAPC DX 15 Meter,Singlemode OS2 LC/SCAPC 2.0mm Fiber Optic Jumper Cable (15 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-lc-sm-550-1-7.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),15,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3528,simple,178D5-017M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (17 Meter),1,0,visible,SM Jumper SC-LC DX 17 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (17 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-12.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),17,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3529,simple,178D5-020M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (20 Meter),1,0,visible,SM Jumper SC-LC DX 20 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (20 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,13,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-13.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),20,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3530,simple,178D5-025M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (25 Meter),1,0,visible,SM Jumper SC-LC DX 25 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (25 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,15,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-14.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),25,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3531,simple,178D5-030M-CC,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (30 Meter),1,0,visible,SM Jumper SC-LC DX 30 Meter,Singlemode OS2 SC/LC 2.0mm Fiber Optic Jumper Cable (30 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,17,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-sm-550-2-15.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,SC-LC,1,1,Length (Meters),30,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3532,simple,678D5-001M-CC,Multimode SC/LC 2.0mm Fiber Optic Jumper Cable (1 Meter),1,0,visible,MM Jumper SC-LC DX 1 Meter,Multimode SC/LC 2.0mm Fiber Optic Jumper Cable (1 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,4.9,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-mm-550-1-1-3.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,SC-LC,1,1,Length (Meters),1,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3533,simple,678D5-002M-CC,Multimode SC/LC 2.0mm Fiber Optic Jumper Cable (2 Meter),1,0,visible,MM Jumper SC-LC DX 2 Meter,Multimode SC/LC 2.0mm Fiber Optic Jumper Cable (2 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-mm-550-1-1-4.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,SC-LC,1,1,Length (Meters),2,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3534,simple,678D5-003M-CC,Multimode SC/LC 2.0mm Fiber Optic Jumper Cable (3 Meter),1,0,visible,MM Jumper SC-LC DX 3 Meter,Multimode SC/LC 2.0mm Fiber Optic Jumper Cable (3 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.7,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Multimode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sc-lc-mm-550-1-1-5.png,,,,,,,,,0,Glass Type,Multimode OM3,1,1,Connector Type,SC-LC,1,1,Length (Meters),3,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
