ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (oz),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: slide_template,Meta: product_image_on_hover,Meta: custom_tab_priority1,Meta: custom_tab_priority2,Meta: header_view,Meta: layout,Meta: product_layout,,
3467,simple,199D5-025M-CC,Singlemode OS2 FC/FC 2.0mm Fiber Optic Jumper Cable (25 Meter),1,0,visible,SM Jumper FC-FC DX 25 Meter,Singlemode OS2 FC/FC 2.0mm Fiber Optic Jumper Cable (25 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,15,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-13.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-FC,1,1,Length (Meters),25,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3468,simple,199D5-030M-CC,Singlemode OS2 FC/FC 2.0mm Fiber Optic Jumper Cable (30 Meter),1,0,visible,SM Jumper FC-FC DX 30 Meter,Singlemode OS2 FC/FC 2.0mm Fiber Optic Jumper Cable (30 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,17,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-14.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-FC,1,1,Length (Meters),30,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3469,simple,189D5-001M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (1 Meter),1,0,visible,SM Jumper FC-SC DX 1 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (1 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.4,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-15-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),1,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3470,simple,189D5-002M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (2 Meter),1,0,visible,SM Jumper FC-SC DX 2 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (2 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-16-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),2,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3471,simple,189D5-003M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (3 Meter),1,0,visible,SM Jumper FC-SC DX 3 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (3 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.2,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-17-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),3,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3472,simple,189D5-004M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (4 Meter),1,0,visible,SM Jumper FC-SC DX 4 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (4 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-18-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),4,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3473,simple,189D5-005M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (5 Meter),1,0,visible,SM Jumper FC-SC DX 5 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (5 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,7,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-19-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),5,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3474,simple,189D5-007M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (7 Meter),1,0,visible,SM Jumper FC-SC DX 7 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (7 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,7.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-20-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),7,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3475,simple,189D5-010M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (10 Meter),1,0,visible,SM Jumper FC-SC DX 10 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (10 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,9,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-21-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),10,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3476,simple,189D5-013M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (13 Meter),1,0,visible,SM Jumper FC-SC DX 13 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (13 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,10.2,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-22-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),13,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3477,simple,189D5-015M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (15 Meter),1,0,visible,SM Jumper FC-SC DX 15 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (15 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-23-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),15,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3478,simple,189D5-017M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (17 Meter),1,0,visible,SM Jumper FC-SC DX 17 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (17 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-24-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),17,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3479,simple,189D5-020M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (20 Meter),1,0,visible,SM Jumper FC-SC DX 20 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (20 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,13,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-25-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),20,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3480,simple,189D5-025M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (25 Meter),1,0,visible,SM Jumper FC-SC DX 25 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (25 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,15,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-26-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),25,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3481,simple,189D5-030M-CC,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (30 Meter),1,0,visible,SM Jumper FC-SC DX 30 Meter,Singlemode OS2 FC/SC 2.0mm Fiber Optic Jumper Cable (30 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,17,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/fc-fc-sm-550-1-6-27-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),30,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3482,simple,139D5-001M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (1 Meter),1,0,visible,SM Jumper FC-SCA DX 1 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (1 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-3-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),1,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3483,simple,139D5-002M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (2 Meter),1,0,visible,SM Jumper FC-SCA DX 2 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (2 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.4,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-4-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),2,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3484,simple,139D5-007M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (7 Meter),1,0,visible,SM Jumper FC-SCA DX 7 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (7 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,8.4,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-5-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),7,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3485,simple,139D5-010M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (10 Meter),1,0,visible,SM Jumper FC-SCA DX 10 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (10 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,9.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-6-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),10,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3486,simple,139D5-013M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (13 Meter),1,0,visible,SM Jumper FC-SCA DX 13 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (13 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,10.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-7-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),13,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3487,simple,139D5-015M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (15 Meter),1,0,visible,SM Jumper FC-SCA DX 15 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (15 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,11.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-8-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),15,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3488,simple,139D5-020M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (20 Meter),1,0,visible,SM Jumper FC-SCA DX 20 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (20 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,13.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-9-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),20,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3489,simple,139D5-025M-CC,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (25 Meter),1,0,visible,SM Jumper FC-SCA DX 25 Meter,Singlemode OS2 FC/SCA 2.0mm Fiber Optic Jumper Cable (25 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,15.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-10-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),25,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3490,simple,135D5-010M-CC,Singlemode OS2 FCA/SCA 2.0mm Fiber Optic Jumper Cable (10 Meter),1,0,visible,SM Jumper FCA-SCA DX 10 Meter,Singlemode OS2 FCA/SCA 2.0mm Fiber Optic Jumper Cable (10 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,12.2,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/sca-fc-sm-550-2-11-1.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,FC-SC,1,1,Length (Meters),10,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3491,simple,177D5-001M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (1 Meter),1,0,visible,SM Jumper LC-LC DX 1 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (1 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.4,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-3.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),1,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3492,simple,177D5-002M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (1 Meter),1,0,visible,SM Jumper LC-LC DX 1 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (1 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,5.8,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-4.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),1,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3493,simple,177D5-003M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (3 Meter),1,0,visible,SM Jumper LC-LC DX 3 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (3 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.2,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-5.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),3,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
3494,simple,177D5-004M-CC,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (4 Meter),1,0,visible,SM Jumper LC-LC DX 4 Meter,Singlemode OS2 LC/LC Duplex 2.0mm Fiber Optic Jumper Cable (4 Meter),,,taxable,,1,100,,0,0,100,5,3,1.5,0,1-2 Week Lead Time,,6.6,"Fiber Optic Jumper Cables, Fiber Optic Jumper Cables > Singlemode Fiber Jumpers",,,http://meg.local/wp-content/uploads/2019/07/lc-lc-sm-550-1-6.png,,,,,,,,,0,Glass Type,Singlemode OS2,1,1,Connector Type,LC-LC,1,1,Length (Meters),4,1,1,Fiber Count,Duplex,1,1,,,,,,,,,
